code,name,1901-07,1902-07,1903-07,1904-07,1905-07,1906-07,1907-07,1908-07,1909-07,1910-07,1911-07,1912-07,1913-07,1914-07,1915-07,1916-07,1917-07,1918-07,1919-07,1920-07,1921-07,1922-07,1923-07,1924-07,1925-07,1926-07,1927-07,1928-07,1929-07,1930-07,1931-07,1932-07,1933-07,1934-07,1935-07,1936-07,1937-07,1938-07,1939-07,1940-07,1941-07,1942-07,1943-07,1944-07,1945-07,1946-07,1947-07,1948-07,1949-07,1950-07,1951-07,1952-07,1953-07,1954-07,1955-07,1956-07,1957-07,1958-07,1959-07,1960-07,1961-07,1962-07,1963-07,1964-07,1965-07,1966-07,1967-07,1968-07,1969-07,1970-07,1971-07,1972-07,1973-07,1974-07,1975-07,1976-07,1977-07,1978-07,1979-07,1980-07,1981-07,1982-07,1983-07,1984-07,1985-07,1986-07,1987-07,1988-07,1989-07,1990-07,1991-07,1992-07,1993-07,1994-07,1995-07,1996-07,1997-07,1998-07,1999-07,2000-07,2001-07,2002-07,2003-07,2004-07,2005-07,2006-07,2007-07,2008-07,2009-07,2010-07,2011-07,2012-07,2013-07,2014-07,2015-07,2016-07,2017-07,2018-07,2019-07,2020-07,2021-07,2022-07
KOR,Republic of Korea,10.53,11.06,11,10.85,11.08,10.55,10.75,10.55,10.63,10.35,10.74,10.46,10.1,11.64,10.94,11.02,9.9,10.37,10.94,11.21,10.66,11.04,10.67,10.65,10.6,10.54,10.87,10.81,11.07,11.41,10.76,11.01,10.79,10.5,11.34,10.12,11.52,11.1,11.59,11,11.19,11.28,11.41,11.16,10.68,11.54,10.1,11.78,11.37,11.7,11.66,11.18,11.42,11.46,11.59,10.32,10.68,11.55,12.09,11.91,12.18,11.42,10.86,11.88,11.13,11.42,11.41,11.27,10.74,10.92,11.15,11.35,11.71,10.77,11.84,10.95,11.64,12.15,12.01,10.59,10.82,11.81,11.65,11.07,11.44,10.88,11.66,11.48,12.15,12.51,11.71,11.94,11.27,12.77,11.77,11.58,12.3,12.96,12.3,12.07,12.35,12.19,11.91,12.57,11.65,12.13,12.61,12.27,12.25,11.98,11.63,11.63,12.25,12.38,12.66,12.89,12.56,12.46,13.03,12.63,13.14,12.76
